id,name,alt,image,group,tags
1,Nile,Egypt,images/nile.jpg,river,africa
2,Amazon,Brazil,images/amazon.jpg,river,south_america
3,Danube,Europe,images/danube.jpg,river,europe
4,Ganges,India,images/ganges.jpg,river,asia
5,Mississippi,USA,images/mississippi.jpg,river,north_america
